2023-05-15 16:05:756 INFO  HomePage :89 - Mouse Hover on Gear Menu<br>
2023-05-15 16:05:777 INFO  GearPage :76 - Click on Bags<br>
2023-05-15 16:05:704 INFO  GearPage :84 - Click on Product Name ‘Overnight Duffle’<br>
2023-05-15 16:05:871 INFO  GearPage :94 - Verify the text ‘Overnight Duffle’<br>
2023-05-15 16:05:213 INFO  GearPage :106 - Change Qty 3 :[[ChromeDriver: chrome on WINDOWS (798ca876335f4b180eddce12861925b6)] -> xpath: //input[@id='qty']]<br>
2023-05-15 16:05:316 INFO  GearPage :114 - Click on ‘Add to Cart’ Button.<br>
2023-05-15 16:05:898 INFO  GearPage :124 - Verify the text ‘You added Overnight Duffle to your shopping cart.’ : [[ChromeDriver: chrome on WINDOWS (798ca876335f4b180eddce12861925b6)] -> xpath: //div[@data-bind='html: $parent.prepareMessageForHtml(message.text)']]<br>
2023-05-15 16:05:340 INFO  GearPage :132 - Click on ‘shopping cart’ Link into message<br>
2023-05-15 16:05:469 INFO  GearPage :152 - Verify the product price ‘$135.00’: [[ChromeDriver: chrome on WINDOWS (798ca876335f4b180eddce12861925b6)] -> xpath: //td[@class='col subtotal']//span[@class='price']]<br>
2023-05-15 16:05:955 INFO  GearPage :172 - Change Qty to ‘5’ : [[ChromeDriver: chrome on WINDOWS (798ca876335f4b180eddce12861925b6)] -> xpath: //tbody/tr[1]/td[3]/div[1]/div[1]/label[1]]<br>
2023-05-15 16:05:42 INFO  GearPage :180 - Click on ‘Update Shopping Cart’ button<br>
2023-05-15 16:05:46 INFO  GearPage :190 - Verify the product price ‘$225.00’ : [[ChromeDriver: chrome on WINDOWS (798ca876335f4b180eddce12861925b6)] -> xpath: //span[contains(text(),'$225.00')]]<br>
2023-05-15 16:05:694 INFO  HomePage :64 - Mouse Hover on Men Menu<br>
2023-05-15 16:05:846 INFO  HomePage :73 - Mouse Hover On Bottom<br>
2023-05-15 16:05:695 INFO  MenPage :34 - Click on Pants : <br>
2023-05-15 16:05:868 INFO  MenPage :54 - Mouse Hover on product name Cronus Yoga Pant and click on ‘Add To Cart’ Button.<br>
2023-05-15 16:05:947 INFO  ProductBottomPage :45 - Mouse Hover on product name Cronus Yoga Pant and click on size 32.:<br>
2023-05-15 16:05:15 INFO  ProductBottomPage :53 - Mouse Hover on product name ‘Cronus Yoga Pant’ and click on colour Black.<br>
2023-05-15 16:05:198 INFO  MenPage :54 - Mouse Hover on product name Cronus Yoga Pant and click on ‘Add To Cart’ Button.<br>
2023-05-15 16:05:502 INFO  ProductBottomPage :71 - Verify the text You added Cronus Yoga Pant to your shopping cart.[[ChromeDriver: chrome on WINDOWS (04b72b78690b3ebdf90c0ac7db36941c)] -> xpath: //div[@data-bind='html: $parent.prepareMessageForHtml(message.text)']]<br>
2023-05-15 16:05:522 INFO  ProductBottomPage :61 - Click on ‘shopping cart’ Link into message<br>
2023-05-15 16:05:826 INFO  HomePage :36 - Mouse hoover on women menu : <br>
2023-05-15 16:05:980 INFO  HomePage :44 - Mouse Hover on Tops<br>
2023-05-15 16:05:39 INFO  WomenPage :35 - Click on jackets<br>
2023-05-16 00:05:235 INFO  HomePage :89 - Mouse Hover on Gear Menu<br>
2023-05-16 00:05:922 INFO  GearPage :76 - Click on Bags<br>
2023-05-16 00:05:738 INFO  GearPage :84 - Click on Product Name ‘Overnight Duffle’<br>
2023-05-16 00:05:850 INFO  GearPage :94 - Verify the text ‘Overnight Duffle’<br>
2023-05-16 00:05:430 INFO  GearPage :106 - Change Qty 3 :[[ChromeDriver: chrome on WINDOWS (bb6403b98d576d78ca2966e4572fa70c)] -> xpath: //input[@id='qty']]<br>
2023-05-16 00:05:553 INFO  GearPage :114 - Click on ‘Add to Cart’ Button.<br>
2023-05-16 00:05:07 INFO  GearPage :124 - Verify the text ‘You added Overnight Duffle to your shopping cart.’ : [[ChromeDriver: chrome on WINDOWS (bb6403b98d576d78ca2966e4572fa70c)] -> xpath: //div[@data-bind='html: $parent.prepareMessageForHtml(message.text)']]<br>
2023-05-16 00:05:134 INFO  GearPage :132 - Click on ‘shopping cart’ Link into message<br>
2023-05-16 00:05:170 INFO  GearPage :152 - Verify the product price ‘$135.00’: [[ChromeDriver: chrome on WINDOWS (bb6403b98d576d78ca2966e4572fa70c)] -> xpath: //td[@class='col subtotal']//span[@class='price']]<br>
2023-05-16 00:05:694 INFO  GearPage :172 - Change Qty to ‘5’ : [[ChromeDriver: chrome on WINDOWS (bb6403b98d576d78ca2966e4572fa70c)] -> xpath: //tbody/tr[1]/td[3]/div[1]/div[1]/label[1]]<br>
2023-05-16 00:05:823 INFO  GearPage :180 - Click on ‘Update Shopping Cart’ button<br>
2023-05-16 00:05:650 INFO  GearPage :190 - Verify the product price ‘$225.00’ : [[ChromeDriver: chrome on WINDOWS (bb6403b98d576d78ca2966e4572fa70c)] -> xpath: //span[contains(text(),'$225.00')]]<br>
2023-05-16 00:05:711 INFO  HomePage :64 - Mouse Hover on Men Menu<br>
2023-05-16 00:05:892 INFO  HomePage :73 - Mouse Hover On Bottom<br>
2023-05-16 00:05:521 INFO  MenPage :34 - Click on Pants : <br>
2023-05-16 00:05:729 INFO  MenPage :54 - Mouse Hover on product name Cronus Yoga Pant and click on ‘Add To Cart’ Button.<br>
2023-05-16 00:05:845 INFO  ProductBottomPage :45 - Mouse Hover on product name Cronus Yoga Pant and click on size 32.:<br>
2023-05-16 00:05:943 INFO  ProductBottomPage :53 - Mouse Hover on product name ‘Cronus Yoga Pant’ and click on colour Black.<br>
2023-05-16 00:05:258 INFO  MenPage :54 - Mouse Hover on product name Cronus Yoga Pant and click on ‘Add To Cart’ Button.<br>
2023-05-16 00:05:413 INFO  ProductBottomPage :71 - Verify the text You added Cronus Yoga Pant to your shopping cart.[[ChromeDriver: chrome on WINDOWS (7846720f94077a00b2ad9b7f01af8ab2)] -> xpath: //div[@data-bind='html: $parent.prepareMessageForHtml(message.text)']]<br>
2023-05-16 00:05:555 INFO  ProductBottomPage :61 - Click on ‘shopping cart’ Link into message<br>
2023-05-16 00:05:383 INFO  HomePage :64 - Mouse Hover on Men Menu<br>
2023-05-16 00:05:547 INFO  HomePage :73 - Mouse Hover On Bottom<br>
2023-05-16 00:05:851 INFO  MenPage :34 - Click on Pants : <br>
2023-05-16 00:05:54 INFO  MenPage :54 - Mouse Hover on product name Cronus Yoga Pant and click on ‘Add To Cart’ Button.<br>
2023-05-16 00:05:141 INFO  ProductBottomPage :45 - Mouse Hover on product name Cronus Yoga Pant and click on size 32.:<br>
2023-05-16 00:05:214 INFO  ProductBottomPage :53 - Mouse Hover on product name ‘Cronus Yoga Pant’ and click on colour Black.<br>
